Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
02/28/2019 04:00:00 AM,2,5
02/28/2019 05:00:00 AM,16,17
02/28/2019 06:00:00 AM,39,43
02/28/2019 07:00:00 AM,134,148
02/28/2019 08:00:00 AM,211,182
02/28/2019 09:00:00 AM,128,79
02/28/2019 10:00:00 AM,35,30
02/28/2019 11:00:00 AM,29,40
02/28/2019 12:00:00 PM,35,43
02/28/2019 01:00:00 PM,26,42
02/28/2019 02:00:00 PM,40,29
02/28/2019 03:00:00 PM,84,48
02/28/2019 04:00:00 PM,159,68
02/28/2019 05:00:00 PM,363,128
02/28/2019 06:00:00 PM,198,70
02/28/2019 07:00:00 PM,59,39
02/28/2019 08:00:00 PM,50,16
02/28/2019 09:00:00 PM,32,16
02/28/2019 10:00:00 PM,27,4
02/28/2019 11:00:00 PM,6,5
03/01/2019 12:00:00 AM,0,1
03/01/2019 01:00:00 AM,0,2
03/01/2019 02:00:00 AM,2,1
03/01/2019 03:00:00 AM,0,0
03/01/2019 04:00:00 AM,5,3
03/01/2019 05:00:00 AM,10,6
03/01/2019 06:00:00 AM,36,42
03/01/2019 07:00:00 AM,117,130
03/01/2019 08:00:00 AM,217,189
03/01/2019 09:00:00 AM,122,84
03/01/2019 10:00:00 AM,49,44
03/01/2019 11:00:00 AM,35,29
03/01/2019 12:00:00 PM,45,50
03/01/2019 01:00:00 PM,43,38
03/01/2019 02:00:00 PM,48,41
03/01/2019 03:00:00 PM,79,41
03/01/2019 04:00:00 PM,186,68
03/01/2019 05:00:00 PM,334,111
03/01/2019 06:00:00 PM,168,66
03/01/2019 07:00:00 PM,61,26
03/01/2019 08:00:00 PM,30,12
03/01/2019 09:00:00 PM,21,13
03/01/2019 10:00:00 PM,20,7
03/01/2019 11:00:00 PM,12,13
03/02/2019 12:00:00 AM,5,4
03/02/2019 01:00:00 AM,4,3
03/02/2019 02:00:00 AM,4,0
03/02/2019 03:00:00 AM,1,0
03/02/2019 04:00:00 AM,3,0
03/02/2019 05:00:00 AM,3,2
03/02/2019 06:00:00 AM,7,3
03/02/2019 07:00:00 AM,9,19
03/02/2019 08:00:00 AM,24,29
03/02/2019 09:00:00 AM,27,40
03/02/2019 10:00:00 AM,50,56
03/02/2019 11:00:00 AM,54,99
03/02/2019 12:00:00 PM,69,62
03/02/2019 01:00:00 PM,91,88
03/02/2019 02:00:00 PM,91,87
03/02/2019 03:00:00 PM,76,74
03/02/2019 04:00:00 PM,65,60
03/02/2019 05:00:00 PM,55,67
03/02/2019 06:00:00 PM,18,29
03/02/2019 07:00:00 PM,14,16
03/02/2019 08:00:00 PM,7,8
03/02/2019 09:00:00 PM,20,7
03/02/2019 10:00:00 PM,15,1
03/02/2019 11:00:00 PM,12,3
03/03/2019 12:00:00 AM,4,1
03/03/2019 01:00:00 AM,0,1
03/03/2019 02:00:00 AM,2,0
03/03/2019 03:00:00 AM,2,0
03/03/2019 04:00:00 AM,1,0
03/03/2019 05:00:00 AM,1,0
03/03/2019 06:00:00 AM,6,5
03/03/2019 07:00:00 AM,9,8
03/03/2019 08:00:00 AM,12,21
03/03/2019 09:00:00 AM,37,26
03/03/2019 10:00:00 AM,41,39
03/03/2019 11:00:00 AM,65,56
03/03/2019 12:00:00 PM,73,85
03/03/2019 01:00:00 PM,75,79
03/03/2019 02:00:00 PM,82,72
03/03/2019 03:00:00 PM,74,73
03/03/2019 04:00:00 PM,72,69
03/03/2019 05:00:00 PM,43,46
03/03/2019 06:00:00 PM,20,20
03/03/2019 07:00:00 PM,13,10
03/03/2019 08:00:00 PM,5,9
03/03/2019 09:00:00 PM,5,2
03/03/2019 10:00:00 PM,4,1
03/03/2019 11:00:00 PM,3,1
03/04/2019 12:00:00 AM,1,0
03/04/2019 01:00:00 AM,1,0
03/04/2019 02:00:00 AM,0,3
03/04/2019 03:00:00 AM,0,1
03/04/2019 04:00:00 AM,4,4
03/04/2019 05:00:00 AM,14,12
03/04/2019 06:00:00 AM,39,70
03/04/2019 07:00:00 AM,130,152
03/04/2019 08:00:00 AM,259,225
03/04/2019 09:00:00 AM,128,101
03/04/2019 10:00:00 AM,53,37
03/04/2019 11:00:00 AM,36,37
03/04/2019 12:00:00 PM,35,25
03/04/2019 01:00:00 PM,36,33
03/04/2019 02:00:00 PM,41,28
03/04/2019 03:00:00 PM,81,49
03/04/2019 04:00:00 PM,197,61
03/04/2019 05:00:00 PM,395,137
03/04/2019 06:00:00 PM,216,85
03/04/2019 07:00:00 PM,81,41
03/04/2019 08:00:00 PM,33,15
03/04/2019 09:00:00 PM,24,12
03/04/2019 10:00:00 PM,8,6
03/04/2019 11:00:00 PM,3,4
03/05/2019 12:00:00 AM,1,0
03/05/2019 01:00:00 AM,0,0
03/05/2019 02:00:00 AM,1,1
03/05/2019 03:00:00 AM,0,1
03/05/2019 04:00:00 AM,5,4
03/05/2019 05:00:00 AM,11,14
03/05/2019 06:00:00 AM,48,65
03/05/2019 07:00:00 AM,147,158
03/05/2019 08:00:00 AM,215,214
03/05/2019 09:00:00 AM,131,100
03/05/2019 10:00:00 AM,52,56
03/05/2019 11:00:00 AM,44,42
03/05/2019 12:00:00 PM,38,35
03/05/2019 01:00:00 PM,45,31
03/05/2019 02:00:00 PM,49,48
03/05/2019 03:00:00 PM,81,55
03/05/2019 04:00:00 PM,196,72
03/05/2019 05:00:00 PM,398,118
03/05/2019 06:00:00 PM,237,88
03/05/2019 07:00:00 PM,91,34
03/05/2019 08:00:00 PM,42,19
03/05/2019 09:00:00 PM,13,12
03/05/2019 10:00:00 PM,17,14
03/05/2019 11:00:00 PM,7,4
03/06/2019 12:00:00 AM,1,0
03/06/2019 01:00:00 AM,1,0
03/06/2019 02:00:00 AM,3,0
03/06/2019 03:00:00 AM,0,0
03/06/2019 04:00:00 AM,4,7
03/06/2019 05:00:00 AM,11,9
03/06/2019 06:00:00 AM,40,54
03/06/2019 07:00:00 AM,140,155
03/06/2019 08:00:00 AM,197,156
03/06/2019 09:00:00 AM,115,85
03/06/2019 10:00:00 AM,45,26
03/06/2019 11:00:00 AM,30,19
03/06/2019 12:00:00 PM,23,27
03/06/2019 01:00:00 PM,21,19
03/06/2019 02:00:00 PM,22,11
03/06/2019 03:00:00 PM,46,20
03/06/2019 04:00:00 PM,126,40
03/06/2019 05:00:00 PM,291,90
03/06/2019 06:00:00 PM,167,50
03/06/2019 07:00:00 PM,75,27
03/06/2019 08:00:00 PM,23,16
03/06/2019 09:00:00 PM,21,11
03/06/2019 10:00:00 PM,12,6
03/06/2019 11:00:00 PM,4,1
03/07/2019 12:00:00 AM,1,1
03/07/2019 01:00:00 AM,3,2
03/07/2019 02:00:00 AM,0,0
03/07/2019 03:00:00 AM,2,1
03/07/2019 04:00:00 AM,4,5
03/07/2019 05:00:00 AM,11,7
03/07/2019 06:00:00 AM,23,33
03/07/2019 07:00:00 AM,53,62
03/07/2019 08:00:00 AM,132,74
03/07/2019 09:00:00 AM,68,60
03/07/2019 10:00:00 AM,21,25
03/07/2019 11:00:00 AM,28,18
03/07/2019 12:00:00 PM,14,13
03/07/2019 01:00:00 PM,18,17
03/07/2019 02:00:00 PM,27,24
03/07/2019 03:00:00 PM,35,22
03/07/2019 04:00:00 PM,98,33
03/07/2019 05:00:00 PM,174,66
03/07/2019 06:00:00 PM,112,46
03/07/2019 07:00:00 PM,54,15
03/07/2019 08:00:00 PM,29,15
03/07/2019 09:00:00 PM,20,7
03/07/2019 10:00:00 PM,18,6
03/07/2019 11:00:00 PM,5,3
03/08/2019 12:00:00 AM,5,0
03/08/2019 01:00:00 AM,1,1
03/08/2019 02:00:00 AM,3,0
03/08/2019 03:00:00 AM,2,0
03/08/2019 04:00:00 AM,1,3
03/08/2019 05:00:00 AM,11,11
03/08/2019 06:00:00 AM,36,38
03/08/2019 07:00:00 AM,103,114
03/08/2019 08:00:00 AM,124,128
03/08/2019 09:00:00 AM,71,50
03/08/2019 10:00:00 AM,30,23
03/08/2019 11:00:00 AM,17,15
03/08/2019 12:00:00 PM,20,13
03/08/2019 01:00:00 PM,22,20
03/08/2019 02:00:00 PM,42,18
03/08/2019 03:00:00 PM,47,41
03/08/2019 04:00:00 PM,148,43
03/08/2019 05:00:00 PM,280,75
03/08/2019 06:00:00 PM,114,50
03/08/2019 07:00:00 PM,57,22
03/08/2019 08:00:00 PM,21,9
03/08/2019 09:00:00 PM,13,5
03/08/2019 10:00:00 PM,11,7
03/08/2019 11:00:00 PM,4,7
03/09/2019 12:00:00 AM,7,1
03/09/2019 01:00:00 AM,1,5
03/09/2019 02:00:00 AM,4,1
03/09/2019 03:00:00 AM,1,0
03/09/2019 04:00:00 AM,5,0
03/09/2019 05:00:00 AM,2,2
03/09/2019 06:00:00 AM,5,5
03/09/2019 07:00:00 AM,9,4
03/09/2019 08:00:00 AM,27,12
03/09/2019 09:00:00 AM,36,27
03/09/2019 10:00:00 AM,21,47
03/09/2019 11:00:00 AM,46,56
03/09/2019 12:00:00 PM,43,80
03/09/2019 01:00:00 PM,82,74
03/09/2019 02:00:00 PM,90,71
03/09/2019 03:00:00 PM,85,84
03/09/2019 04:00:00 PM,75,69
03/09/2019 05:00:00 PM,43,49
03/09/2019 06:00:00 PM,31,21
03/09/2019 07:00:00 PM,15,25
03/09/2019 08:00:00 PM,13,7
03/09/2019 09:00:00 PM,17,6
03/09/2019 10:00:00 PM,11,2
03/09/2019 11:00:00 PM,8,4
03/10/2019 12:00:00 AM,9,1
03/10/2019 01:00:00 AM,0,2
03/10/2019 02:00:00 AM,0,0
03/10/2019 03:00:00 AM,1,0
03/10/2019 04:00:00 AM,1,1
03/10/2019 05:00:00 AM,1,2
03/10/2019 06:00:00 AM,2,2
03/10/2019 07:00:00 AM,8,7
03/10/2019 08:00:00 AM,12,17
03/10/2019 09:00:00 AM,24,20
03/10/2019 10:00:00 AM,26,39
03/10/2019 11:00:00 AM,65,50
03/10/2019 12:00:00 PM,74,73
03/10/2019 01:00:00 PM,77,90
03/10/2019 02:00:00 PM,82,105
03/10/2019 03:00:00 PM,122,105
03/10/2019 04:00:00 PM,78,78
03/10/2019 05:00:00 PM,71,61
03/10/2019 06:00:00 PM,33,38
03/10/2019 07:00:00 PM,19,20
03/10/2019 08:00:00 PM,13,20
03/10/2019 09:00:00 PM,4,5
03/10/2019 10:00:00 PM,5,1
03/10/2019 11:00:00 PM,3,1
03/11/2019 12:00:00 AM,3,2
03/11/2019 01:00:00 AM,2,4
03/11/2019 02:00:00 AM,0,0
03/11/2019 03:00:00 AM,2,0
03/11/2019 04:00:00 AM,3,2
03/11/2019 05:00:00 AM,14,16
03/11/2019 06:00:00 AM,40,55
03/11/2019 07:00:00 AM,118,150
03/11/2019 08:00:00 AM,222,241
03/11/2019 09:00:00 AM,141,100
03/11/2019 10:00:00 AM,52,39
03/11/2019 11:00:00 AM,36,31
03/11/2019 12:00:00 PM,21,29
03/11/2019 01:00:00 PM,34,30
03/11/2019 02:00:00 PM,27,20
03/11/2019 03:00:00 PM,68,46
03/11/2019 04:00:00 PM,192,60
03/11/2019 05:00:00 PM,368,126
03/11/2019 06:00:00 PM,206,70
03/11/2019 07:00:00 PM,81,30
03/11/2019 08:00:00 PM,36,11
03/11/2019 09:00:00 PM,10,10
03/11/2019 10:00:00 PM,3,5
03/11/2019 11:00:00 PM,10,1
03/12/2019 12:00:00 AM,0,0
03/12/2019 01:00:00 AM,0,0
03/12/2019 02:00:00 AM,0,0
03/12/2019 03:00:00 AM,0,0
03/12/2019 04:00:00 AM,5,3
03/12/2019 05:00:00 AM,10,8
03/12/2019 06:00:00 AM,29,39
03/12/2019 07:00:00 AM,107,116
03/12/2019 08:00:00 AM,168,175
03/12/2019 09:00:00 AM,112,81
03/12/2019 10:00:00 AM,37,29
03/12/2019 11:00:00 AM,27,13
03/12/2019 12:00:00 PM,16,13
03/12/2019 01:00:00 PM,17,14
03/12/2019 02:00:00 PM,25,16
03/12/2019 03:00:00 PM,42,27
03/12/2019 04:00:00 PM,136,37
03/12/2019 05:00:00 PM,273,95
03/12/2019 06:00:00 PM,214,89
03/12/2019 07:00:00 PM,81,37
03/12/2019 08:00:00 PM,43,16
03/12/2019 09:00:00 PM,20,11
03/12/2019 10:00:00 PM,14,7
03/12/2019 11:00:00 PM,4,3
03/13/2019 12:00:00 AM,3,1
03/13/2019 01:00:00 AM,0,0
03/13/2019 02:00:00 AM,0,1
03/13/2019 03:00:00 AM,1,1
03/13/2019 04:00:00 AM,3,3
03/13/2019 05:00:00 AM,22,14
03/13/2019 06:00:00 AM,51,60
03/13/2019 07:00:00 AM,135,135
03/13/2019 08:00:00 AM,222,185
03/13/2019 09:00:00 AM,125,103
03/13/2019 10:00:00 AM,54,39
03/13/2019 11:00:00 AM,35,25
03/13/2019 12:00:00 PM,39,41
03/13/2019 01:00:00 PM,37,25
03/13/2019 02:00:00 PM,35,34
03/13/2019 03:00:00 PM,82,44
03/13/2019 04:00:00 PM,219,66
03/13/2019 05:00:00 PM,375,139
03/13/2019 06:00:00 PM,248,106
03/13/2019 07:00:00 PM,116,48
03/13/2019 08:00:00 PM,47,32
03/13/2019 09:00:00 PM,33,13
03/13/2019 10:00:00 PM,18,12
03/13/2019 11:00:00 PM,6,6
03/14/2019 12:00:00 AM,3,1
03/14/2019 01:00:00 AM,2,0
03/14/2019 02:00:00 AM,2,0
03/14/2019 03:00:00 AM,3,2
03/14/2019 04:00:00 AM,3,6
03/14/2019 05:00:00 AM,19,23
03/14/2019 06:00:00 AM,48,47
03/14/2019 07:00:00 AM,127,143
03/14/2019 08:00:00 AM,239,227
03/14/2019 09:00:00 AM,139,109
03/14/2019 10:00:00 AM,54,39
03/14/2019 11:00:00 AM,47,36
03/14/2019 12:00:00 PM,30,28
03/14/2019 01:00:00 PM,45,33
03/14/2019 02:00:00 PM,48,45
03/14/2019 03:00:00 PM,86,48
03/14/2019 04:00:00 PM,187,81
03/14/2019 05:00:00 PM,380,116
03/14/2019 06:00:00 PM,225,82
03/14/2019 07:00:00 PM,107,39
03/14/2019 08:00:00 PM,46,37
03/14/2019 09:00:00 PM,21,17
03/14/2019 10:00:00 PM,17,17
03/14/2019 11:00:00 PM,16,10
03/15/2019 12:00:00 AM,4,0
03/15/2019 01:00:00 AM,2,0
03/15/2019 02:00:00 AM,1,1
03/15/2019 03:00:00 AM,2,0
03/15/2019 04:00:00 AM,4,2
03/15/2019 05:00:00 AM,19,15
03/15/2019 06:00:00 AM,35,51
03/15/2019 07:00:00 AM,119,128
03/15/2019 08:00:00 AM,204,204
03/15/2019 09:00:00 AM,119,119
03/15/2019 10:00:00 AM,55,41
03/15/2019 11:00:00 AM,43,43
03/15/2019 12:00:00 PM,52,30
03/15/2019 01:00:00 PM,60,42
03/15/2019 02:00:00 PM,72,54
03/15/2019 03:00:00 PM,104,70
03/15/2019 04:00:00 PM,221,87
03/15/2019 05:00:00 PM,374,129
03/15/2019 06:00:00 PM,195,65
03/15/2019 07:00:00 PM,68,34
03/15/2019 08:00:00 PM,38,24
03/15/2019 09:00:00 PM,13,21
03/15/2019 10:00:00 PM,17,16
03/15/2019 11:00:00 PM,16,8
03/16/2019 12:00:00 AM,9,3
03/16/2019 01:00:00 AM,6,1
03/16/2019 02:00:00 AM,2,3
03/16/2019 03:00:00 AM,0,1
03/16/2019 04:00:00 AM,1,1
03/16/2019 05:00:00 AM,8,2
03/16/2019 06:00:00 AM,5,5
03/16/2019 07:00:00 AM,20,15
03/16/2019 08:00:00 AM,30,26
03/16/2019 09:00:00 AM,48,38
03/16/2019 10:00:00 AM,43,47
03/16/2019 11:00:00 AM,62,59
03/16/2019 12:00:00 PM,75,92
03/16/2019 01:00:00 PM,102,76
03/16/2019 02:00:00 PM,118,92
03/16/2019 03:00:00 PM,143,79
03/16/2019 04:00:00 PM,102,85
03/16/2019 05:00:00 PM,84,58
03/16/2019 06:00:00 PM,55,49
03/16/2019 07:00:00 PM,38,34
03/16/2019 08:00:00 PM,34,15
03/16/2019 09:00:00 PM,8,16
03/16/2019 10:00:00 PM,25,7
03/16/2019 11:00:00 PM,12,6
03/17/2019 12:00:00 AM,8,5
03/17/2019 01:00:00 AM,3,7
03/17/2019 02:00:00 AM,3,5
03/17/2019 03:00:00 AM,0,1
03/17/2019 04:00:00 AM,3,1
03/17/2019 05:00:00 AM,6,1
03/17/2019 06:00:00 AM,4,5
03/17/2019 07:00:00 AM,15,12
03/17/2019 08:00:00 AM,23,31
03/17/2019 09:00:00 AM,54,62
03/17/2019 10:00:00 AM,64,61
03/17/2019 11:00:00 AM,99,101
03/17/2019 12:00:00 PM,123,96
03/17/2019 01:00:00 PM,176,121
03/17/2019 02:00:00 PM,157,115
03/17/2019 03:00:00 PM,131,109
03/17/2019 04:00:00 PM,111,117
03/17/2019 05:00:00 PM,79,85
03/17/2019 06:00:00 PM,65,47
03/17/2019 07:00:00 PM,34,28
03/17/2019 08:00:00 PM,14,11
03/17/2019 09:00:00 PM,15,10
03/17/2019 10:00:00 PM,3,2
03/17/2019 11:00:00 PM,8,3
03/18/2019 12:00:00 AM,5,3
03/18/2019 01:00:00 AM,0,0
03/18/2019 02:00:00 AM,1,0
03/18/2019 03:00:00 AM,2,1
03/18/2019 04:00:00 AM,5,5
03/18/2019 05:00:00 AM,22,25
03/18/2019 06:00:00 AM,64,73
03/18/2019 07:00:00 AM,168,197
03/18/2019 08:00:00 AM,331,289
03/18/2019 09:00:00 AM,163,144
03/18/2019 10:00:00 AM,90,54
03/18/2019 11:00:00 AM,46,35
03/18/2019 12:00:00 PM,55,48
03/18/2019 01:00:00 PM,65,43
03/18/2019 02:00:00 PM,70,62
03/18/2019 03:00:00 PM,112,68
03/18/2019 04:00:00 PM,316,118
03/18/2019 05:00:00 PM,602,180
03/18/2019 06:00:00 PM,326,134
03/18/2019 07:00:00 PM,159,66
03/18/2019 08:00:00 PM,52,43
03/18/2019 09:00:00 PM,23,24
03/18/2019 10:00:00 PM,12,2
03/18/2019 11:00:00 PM,9,4
03/19/2019 12:00:00 AM,4,1
03/19/2019 01:00:00 AM,1,0
03/19/2019 02:00:00 AM,3,0
03/19/2019 03:00:00 AM,0,1
03/19/2019 04:00:00 AM,4,5
03/19/2019 05:00:00 AM,25,20
03/19/2019 06:00:00 AM,71,77
03/19/2019 07:00:00 AM,228,219
03/19/2019 08:00:00 AM,352,341
03/19/2019 09:00:00 AM,188,162
03/19/2019 10:00:00 AM,83,51
03/19/2019 11:00:00 AM,66,60
03/19/2019 12:00:00 PM,68,48
03/19/2019 01:00:00 PM,62,71
03/19/2019 02:00:00 PM,101,58
03/19/2019 03:00:00 PM,148,86
03/19/2019 04:00:00 PM,341,115
03/19/2019 05:00:00 PM,619,207
03/19/2019 06:00:00 PM,368,175
03/19/2019 07:00:00 PM,149,102
03/19/2019 08:00:00 PM,77,56
03/19/2019 09:00:00 PM,51,21
03/19/2019 10:00:00 PM,35,15
03/19/2019 11:00:00 PM,9,6
03/20/2019 12:00:00 AM,3,6
03/20/2019 01:00:00 AM,3,1
03/20/2019 02:00:00 AM,3,1
03/20/2019 03:00:00 AM,6,0
03/20/2019 04:00:00 AM,1,6
03/20/2019 05:00:00 AM,23,23
03/20/2019 06:00:00 AM,75,80
03/20/2019 07:00:00 AM,215,243
03/20/2019 08:00:00 AM,352,317
03/20/2019 09:00:00 AM,193,129
03/20/2019 10:00:00 AM,64,73
03/20/2019 11:00:00 AM,45,62
03/20/2019 12:00:00 PM,75,61
03/20/2019 01:00:00 PM,68,54
03/20/2019 02:00:00 PM,69,51
03/20/2019 03:00:00 PM,129,79
03/20/2019 04:00:00 PM,349,104
03/20/2019 05:00:00 PM,635,176
03/20/2019 06:00:00 PM,403,173
03/20/2019 07:00:00 PM,141,85
03/20/2019 08:00:00 PM,77,47
03/20/2019 09:00:00 PM,41,26
03/20/2019 10:00:00 PM,24,16
03/20/2019 11:00:00 PM,20,4
03/21/2019 12:00:00 AM,7,1
03/21/2019 01:00:00 AM,3,0
03/21/2019 02:00:00 AM,1,0
03/21/2019 03:00:00 AM,2,0
03/21/2019 04:00:00 AM,2,7
03/21/2019 05:00:00 AM,19,19
03/21/2019 06:00:00 AM,58,71
03/21/2019 07:00:00 AM,210,198
03/21/2019 08:00:00 AM,308,270
03/21/2019 09:00:00 AM,175,137
03/21/2019 10:00:00 AM,66,45
03/21/2019 11:00:00 AM,55,49
03/21/2019 12:00:00 PM,47,31
03/21/2019 01:00:00 PM,53,39
03/21/2019 02:00:00 PM,73,39
03/21/2019 03:00:00 PM,115,46
03/21/2019 04:00:00 PM,249,84
03/21/2019 05:00:00 PM,515,153
03/21/2019 06:00:00 PM,317,124
03/21/2019 07:00:00 PM,123,59
03/21/2019 08:00:00 PM,52,36
03/21/2019 09:00:00 PM,47,22
03/21/2019 10:00:00 PM,25,8
03/21/2019 11:00:00 PM,13,6
03/22/2019 12:00:00 AM,4,4
03/22/2019 01:00:00 AM,2,0
03/22/2019 02:00:00 AM,2,3
03/22/2019 03:00:00 AM,0,1
03/22/2019 04:00:00 AM,3,2
03/22/2019 05:00:00 AM,10,13
03/22/2019 06:00:00 AM,49,50
03/22/2019 07:00:00 AM,153,151
03/22/2019 08:00:00 AM,213,208
03/22/2019 09:00:00 AM,138,119
03/22/2019 10:00:00 AM,50,54
03/22/2019 11:00:00 AM,65,48
03/22/2019 12:00:00 PM,58,44
03/22/2019 01:00:00 PM,56,46
03/22/2019 02:00:00 PM,58,69
03/22/2019 03:00:00 PM,129,67
03/22/2019 04:00:00 PM,217,73
03/22/2019 05:00:00 PM,335,93
03/22/2019 06:00:00 PM,168,81
03/22/2019 07:00:00 PM,63,23
03/22/2019 08:00:00 PM,41,12
03/22/2019 09:00:00 PM,24,8
03/22/2019 10:00:00 PM,29,3
03/22/2019 11:00:00 PM,9,7
03/23/2019 12:00:00 AM,9,4
03/23/2019 01:00:00 AM,1,5
03/23/2019 02:00:00 AM,1,1
03/23/2019 03:00:00 AM,0,0
03/23/2019 04:00:00 AM,1,0
03/23/2019 05:00:00 AM,1,1
03/23/2019 06:00:00 AM,11,10
03/23/2019 07:00:00 AM,19,11
03/23/2019 08:00:00 AM,25,23
03/23/2019 09:00:00 AM,43,40
03/23/2019 10:00:00 AM,30,48
03/23/2019 11:00:00 AM,74,64
03/23/2019 12:00:00 PM,116,62
03/23/2019 01:00:00 PM,106,62
03/23/2019 02:00:00 PM,92,87
03/23/2019 03:00:00 PM,112,82
03/23/2019 04:00:00 PM,90,92
03/23/2019 05:00:00 PM,80,72
03/23/2019 06:00:00 PM,54,77
03/23/2019 07:00:00 PM,38,41
03/23/2019 08:00:00 PM,19,20
03/23/2019 09:00:00 PM,13,20
03/23/2019 10:00:00 PM,14,18
03/23/2019 11:00:00 PM,25,5
03/24/2019 12:00:00 AM,9,8
03/24/2019 01:00:00 AM,5,2
03/24/2019 02:00:00 AM,3,6
03/24/2019 03:00:00 AM,0,0
03/24/2019 04:00:00 AM,2,0
03/24/2019 05:00:00 AM,3,1
03/24/2019 06:00:00 AM,5,6
03/24/2019 07:00:00 AM,11,12
03/24/2019 08:00:00 AM,31,27
03/24/2019 09:00:00 AM,54,37
03/24/2019 10:00:00 AM,47,61
03/24/2019 11:00:00 AM,77,81
03/24/2019 12:00:00 PM,85,82
03/24/2019 01:00:00 PM,102,84
03/24/2019 02:00:00 PM,109,79
03/24/2019 03:00:00 PM,93,85
03/24/2019 04:00:00 PM,63,90
03/24/2019 05:00:00 PM,63,55
03/24/2019 06:00:00 PM,53,43
03/24/2019 07:00:00 PM,31,25
03/24/2019 08:00:00 PM,18,16
03/24/2019 09:00:00 PM,16,11
03/24/2019 10:00:00 PM,6,5
03/24/2019 11:00:00 PM,3,1
03/25/2019 12:00:00 AM,4,2
03/25/2019 01:00:00 AM,1,0
03/25/2019 02:00:00 AM,2,1
03/25/2019 03:00:00 AM,1,0
03/25/2019 04:00:00 AM,4,7
03/25/2019 05:00:00 AM,13,21
03/25/2019 06:00:00 AM,53,59
03/25/2019 07:00:00 AM,170,150
03/25/2019 08:00:00 AM,257,251
03/25/2019 09:00:00 AM,123,111
03/25/2019 10:00:00 AM,52,45
03/25/2019 11:00:00 AM,35,36
03/25/2019 12:00:00 PM,38,43
03/25/2019 01:00:00 PM,41,35
03/25/2019 02:00:00 PM,49,26
03/25/2019 03:00:00 PM,84,51
03/25/2019 04:00:00 PM,224,69
03/25/2019 05:00:00 PM,362,103
03/25/2019 06:00:00 PM,211,47
03/25/2019 07:00:00 PM,70,26
03/25/2019 08:00:00 PM,16,14
03/25/2019 09:00:00 PM,20,8
03/25/2019 10:00:00 PM,5,6
03/25/2019 11:00:00 PM,8,3
03/26/2019 12:00:00 AM,2,0
03/26/2019 01:00:00 AM,3,1
03/26/2019 02:00:00 AM,1,1
03/26/2019 03:00:00 AM,1,0
03/26/2019 04:00:00 AM,3,5
03/26/2019 05:00:00 AM,13,17
03/26/2019 06:00:00 AM,54,60
03/26/2019 07:00:00 AM,186,172
03/26/2019 08:00:00 AM,274,258
03/26/2019 09:00:00 AM,164,128
03/26/2019 10:00:00 AM,51,51
03/26/2019 11:00:00 AM,32,31
03/26/2019 12:00:00 PM,47,39
03/26/2019 01:00:00 PM,56,40
03/26/2019 02:00:00 PM,58,47
03/26/2019 03:00:00 PM,105,73
03/26/2019 04:00:00 PM,245,108
03/26/2019 05:00:00 PM,475,150
03/26/2019 06:00:00 PM,309,118
03/26/2019 07:00:00 PM,110,67
03/26/2019 08:00:00 PM,55,29
03/26/2019 09:00:00 PM,34,30
03/26/2019 10:00:00 PM,11,7
03/26/2019 11:00:00 PM,13,8
03/27/2019 12:00:00 AM,6,3
03/27/2019 01:00:00 AM,5,0
03/27/2019 02:00:00 AM,1,0
03/27/2019 03:00:00 AM,2,2
03/27/2019 04:00:00 AM,6,4
03/27/2019 05:00:00 AM,15,20
03/27/2019 06:00:00 AM,69,70
03/27/2019 07:00:00 AM,189,196
03/27/2019 08:00:00 AM,270,282
03/27/2019 09:00:00 AM,160,139
03/27/2019 10:00:00 AM,61,55
03/27/2019 11:00:00 AM,54,44
03/27/2019 12:00:00 PM,47,48
03/27/2019 01:00:00 PM,48,38
03/27/2019 02:00:00 PM,70,25
03/27/2019 03:00:00 PM,75,55
03/27/2019 04:00:00 PM,225,76
03/27/2019 05:00:00 PM,511,182
03/27/2019 06:00:00 PM,279,96
03/27/2019 07:00:00 PM,142,49
03/27/2019 08:00:00 PM,41,30
03/27/2019 09:00:00 PM,40,22
03/27/2019 10:00:00 PM,15,8
03/27/2019 11:00:00 PM,8,7
03/28/2019 12:00:00 AM,2,2
03/28/2019 01:00:00 AM,2,0
03/28/2019 02:00:00 AM,1,1
03/28/2019 03:00:00 AM,2,2
03/28/2019 04:00:00 AM,3,3
03/28/2019 05:00:00 AM,23,17
03/28/2019 06:00:00 AM,65,64
03/28/2019 07:00:00 AM,166,186
03/28/2019 08:00:00 AM,287,252
03/28/2019 09:00:00 AM,141,120
03/28/2019 10:00:00 AM,66,49
03/28/2019 11:00:00 AM,52,53
03/28/2019 12:00:00 PM,53,41
03/28/2019 01:00:00 PM,49,45
03/28/2019 02:00:00 PM,66,58
03/28/2019 03:00:00 PM,116,67
03/28/2019 04:00:00 PM,261,97
03/28/2019 05:00:00 PM,456,161
03/28/2019 06:00:00 PM,257,115
03/28/2019 07:00:00 PM,127,55
03/28/2019 08:00:00 PM,64,28
03/28/2019 09:00:00 PM,39,19
03/28/2019 10:00:00 PM,21,12
03/28/2019 11:00:00 PM,16,8
03/29/2019 12:00:00 AM,6,5
03/29/2019 01:00:00 AM,3,1
03/29/2019 02:00:00 AM,2,1
03/29/2019 03:00:00 AM,3,0
03/29/2019 04:00:00 AM,8,2
03/29/2019 05:00:00 AM,14,15
