Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
07/26/2019 03:00:00 PM,207,89
07/26/2019 04:00:00 PM,415,140
07/26/2019 05:00:00 PM,550,169
07/26/2019 06:00:00 PM,288,146
07/26/2019 07:00:00 PM,183,107
07/26/2019 08:00:00 PM,102,80
07/26/2019 09:00:00 PM,79,541
07/26/2019 10:00:00 PM,482,41
07/26/2019 11:00:00 PM,103,32
07/27/2019 12:00:00 AM,33,18
07/27/2019 01:00:00 AM,10,18
07/27/2019 02:00:00 AM,10,0
07/27/2019 03:00:00 AM,5,3
07/27/2019 04:00:00 AM,6,0
07/27/2019 05:00:00 AM,6,4
07/27/2019 06:00:00 AM,11,11
07/27/2019 07:00:00 AM,23,25
07/27/2019 08:00:00 AM,46,37
07/27/2019 09:00:00 AM,60,66
07/27/2019 10:00:00 AM,61,69
07/27/2019 11:00:00 AM,82,91
07/27/2019 12:00:00 PM,106,79
07/27/2019 01:00:00 PM,112,85
07/27/2019 02:00:00 PM,103,100
07/27/2019 03:00:00 PM,101,65
07/27/2019 04:00:00 PM,117,106
07/27/2019 05:00:00 PM,105,75
07/27/2019 06:00:00 PM,74,69
07/27/2019 07:00:00 PM,61,46
07/27/2019 08:00:00 PM,67,52
07/27/2019 09:00:00 PM,40,22
07/27/2019 10:00:00 PM,22,21
07/27/2019 11:00:00 PM,31,12
07/28/2019 12:00:00 AM,10,7
07/28/2019 01:00:00 AM,8,2
07/28/2019 02:00:00 AM,9,5
07/28/2019 03:00:00 AM,0,2
07/28/2019 04:00:00 AM,0,0
07/28/2019 05:00:00 AM,6,3
07/28/2019 06:00:00 AM,9,12
07/28/2019 07:00:00 AM,28,19
07/28/2019 08:00:00 AM,52,51
07/28/2019 09:00:00 AM,69,69
07/28/2019 10:00:00 AM,101,93
07/28/2019 11:00:00 AM,129,126
07/28/2019 12:00:00 PM,154,133
07/28/2019 01:00:00 PM,145,135
07/28/2019 02:00:00 PM,137,160
07/28/2019 03:00:00 PM,149,121
07/28/2019 04:00:00 PM,165,145
07/28/2019 05:00:00 PM,127,132
07/28/2019 06:00:00 PM,106,85
07/28/2019 07:00:00 PM,78,69
07/28/2019 08:00:00 PM,81,54
07/28/2019 09:00:00 PM,34,31
07/28/2019 10:00:00 PM,17,26
07/28/2019 11:00:00 PM,12,10
07/29/2019 12:00:00 AM,6,1
07/29/2019 01:00:00 AM,3,3
07/29/2019 02:00:00 AM,0,0
07/29/2019 03:00:00 AM,1,4
07/29/2019 04:00:00 AM,5,9
07/29/2019 05:00:00 AM,30,25
07/29/2019 06:00:00 AM,105,83
07/29/2019 07:00:00 AM,301,270
07/29/2019 08:00:00 AM,436,342
07/29/2019 09:00:00 AM,248,189
07/29/2019 10:00:00 AM,125,90
07/29/2019 11:00:00 AM,77,69
07/29/2019 12:00:00 PM,85,60
07/29/2019 01:00:00 PM,72,71
07/29/2019 02:00:00 PM,100,70
07/29/2019 03:00:00 PM,145,99
07/29/2019 04:00:00 PM,382,157
07/29/2019 05:00:00 PM,761,203
07/29/2019 06:00:00 PM,441,177
07/29/2019 07:00:00 PM,210,91
07/29/2019 08:00:00 PM,85,66
07/29/2019 09:00:00 PM,64,25
07/29/2019 10:00:00 PM,23,16
07/29/2019 11:00:00 PM,19,15
07/30/2019 12:00:00 AM,12,4
07/30/2019 01:00:00 AM,1,1
07/30/2019 02:00:00 AM,2,0
07/30/2019 03:00:00 AM,0,2
07/30/2019 04:00:00 AM,12,10
07/30/2019 05:00:00 AM,28,23
07/30/2019 06:00:00 AM,109,123
07/30/2019 07:00:00 AM,295,262
07/30/2019 08:00:00 AM,433,317
07/30/2019 09:00:00 AM,260,178
07/30/2019 10:00:00 AM,98,62
07/30/2019 11:00:00 AM,67,48
07/30/2019 12:00:00 PM,60,52
07/30/2019 01:00:00 PM,67,59
07/30/2019 02:00:00 PM,97,71
07/30/2019 03:00:00 PM,123,82
07/30/2019 04:00:00 PM,397,133
07/30/2019 05:00:00 PM,750,217
07/30/2019 06:00:00 PM,410,187
07/30/2019 07:00:00 PM,212,111
07/30/2019 08:00:00 PM,94,76
07/30/2019 09:00:00 PM,65,49
07/30/2019 10:00:00 PM,52,23
07/30/2019 11:00:00 PM,20,15
07/31/2019 12:00:00 AM,6,4
07/31/2019 01:00:00 AM,8,10
07/31/2019 02:00:00 AM,2,2
07/31/2019 03:00:00 AM,0,1
07/31/2019 04:00:00 AM,10,10
07/31/2019 05:00:00 AM,35,28
07/31/2019 06:00:00 AM,101,100
07/31/2019 07:00:00 AM,291,274
07/31/2019 08:00:00 AM,443,337
07/31/2019 09:00:00 AM,273,185
07/31/2019 10:00:00 AM,121,75
07/31/2019 11:00:00 AM,86,63
07/31/2019 12:00:00 PM,86,70
07/31/2019 01:00:00 PM,80,83
07/31/2019 02:00:00 PM,117,80
07/31/2019 03:00:00 PM,160,102
07/31/2019 04:00:00 PM,371,163
07/31/2019 05:00:00 PM,737,230
07/31/2019 06:00:00 PM,426,195
07/31/2019 07:00:00 PM,200,115
07/31/2019 08:00:00 PM,124,85
07/31/2019 09:00:00 PM,86,70
07/31/2019 10:00:00 PM,28,32
07/31/2019 11:00:00 PM,27,22
